,Y,textlength,review_count,average_stars,funny_vote_count,useful_vote_count,cool_vote_count,fans
596,3.0,561,43,2.96,8,37,3,7
597,3.0,406,1033,3.18,133,267,76,102
598,5.0,320,1033,3.18,133,267,76,102
599,4.0,191,80,3.41,18,80,9,12
600,5.0,1582,80,3.41,18,80,9,12
601,3.0,561,248,3.4,117,278,260,13
602,4.0,1022,568,3.66,494,1174,526,54
603,5.0,785,357,3.8,392,1684,937,29
604,3.0,561,136,3.96,117,136,61,27
605,4.0,268,70,3.86,604,716,388,60
606,1.0,380,39,4.03,4,12,0,1
607,3.0,561,149,4.05,397,456,403,9
608,5.0,326,149,4.05,397,456,403,9
609,1.0,559,539,3.88,4706,12347,15241,45
610,4.0,1022,611,3.93,251,457,210,103
611,4.0,322,611,3.93,251,457,210,103
612,4.0,191,611,3.93,251,457,210,103
613,2.0,1852,301,4.04,1474,1939,1536,69
614,4.0,191,327,3.81,2850,3126,3191,42
615,4.0,1022,327,3.81,2850,3126,3191,42
616,2.0,557,236,3.62,240,542,600,21
617,5.0,1636,1190,4.16,260,282,261,53
618,4.0,1138,181,3.62,4606,4595,4453,59
619,3.0,941,173,3.98,117,269,211,5
620,2.0,1852,376,3.67,22,92,137,37
621,5.0,326,376,3.67,22,92,137,37
622,4.0,268,204,4.13,2087,2545,2791,58
623,2.0,1852,605,3.45,5,14,2,31
624,5.0,320,1164,3.31,83,110,107,81
625,4.0,455,289,3.8,550,553,535,41
626,5.0,1636,911,3.63,2814,4992,4666,274
627,3.0,1225,311,3.65,8,454,257,22
628,2.0,1852,311,3.65,8,454,257,22
629,5.0,326,401,3.81,438,3399,807,44
630,3.0,561,401,3.81,438,3399,807,44
631,2.0,1852,274,4.28,749,1225,739,19
632,5.0,1636,566,3.63,2325,2444,2312,108
633,4.0,1022,138,3.71,286,1293,355,16
634,4.0,191,1105,4.1,17472,18099,17443,270
635,4.0,1138,1105,4.1,17472,18099,17443,270
636,4.0,191,410,3.8,2866,5221,4856,232
637,4.0,1022,45,4.57,1,2,0,4
638,5.0,1636,2091,3.81,1104,2421,2378,668
639,3.0,561,343,3.83,1904,2525,1909,72
640,2.0,1852,343,3.83,1904,2525,1909,72
641,5.0,326,343,3.83,1904,2525,1909,72
642,2.0,1852,172,4.15,110,318,146,120
643,2.0,1852,190,3.78,2607,4219,3998,74
644,3.0,1225,87,3.31,246,359,266,51
645,4.0,191,49,4.66,6,17,6,3
646,5.0,1636,1025,3.96,142,161,164,103
647,5.0,320,532,3.28,464,585,411,62
648,4.0,1022,256,3.67,1667,2152,2152,84
649,3.0,1225,65,4.37,2286,4536,4195,9
650,4.0,1022,41,4.14,134,191,37,3
651,4.0,1138,412,3.79,691,616,167,36
652,2.0,737,93,3.74,4,24,7,6
653,2.0,557,200,3.15,29,144,38,18
654,2.0,557,184,3.85,30,160,12,7
655,5.0,326,40,3.49,4,4,8,8
656,4.0,1022,348,3.85,118,577,85,41
657,2.0,1852,372,3.9,102,89,29,28
658,2.0,1852,116,4.44,23,263,151,8
659,3.0,561,418,3.71,99,210,384,12
660,4.0,1010,190,3.65,41,131,69,8
661,2.0,557,72,3.87,55,203,23,10
662,3.0,406,2315,3.77,84385,186543,166645,749
663,3.0,941,228,4.2,69,228,361,20
664,5.0,326,228,4.2,69,228,361,20
665,3.0,406,592,3.64,13647,51213,53252,107
666,4.0,455,1386,4.25,1940,37040,41747,651
667,4.0,268,126,3.94,10,46,11,2
668,4.0,1026,105,3.57,25,137,10,20
669,2.0,557,154,3.77,2,16,4,36
670,4.0,1138,373,3.97,21,111,30,16
671,2.0,1852,1053,3.62,1902,2791,1962,95
672,3.0,406,496,3.67,96,685,82,104
673,5.0,785,151,3.56,15,95,3,10
674,4.0,592,313,3.87,853,2689,1845,33
675,4.0,455,313,3.87,853,2689,1845,33
676,4.0,455,335,4.06,4436,7188,6641,101
677,2.0,1852,46,4.6,89,425,893,19
678,3.0,941,27,3.39,1399,1440,1330,29
679,2.0,557,317,3.88,26,175,64,24
680,1.0,559,145,4.04,2,15,1,12
681,2.0,557,103,3.49,18,44,12,10
682,4.0,1026,85,4.08,75,200,55,6
683,2.0,1852,183,4.26,447,545,542,26
684,3.0,561,183,4.26,447,545,542,26
685,4.0,1022,84,3.87,80,127,61,9
686,2.0,737,590,3.51,262,1392,179,30
687,3.0,561,436,3.67,646,687,633,77
688,3.0,941,436,3.67,646,687,633,77
689,4.0,1026,436,3.67,646,687,633,77
690,5.0,326,436,3.67,646,687,633,77
691,2.0,1852,436,3.67,646,687,633,77
692,3.0,941,74,3.35,10,31,10,5
693,4.0,1022,354,3.84,405,213,824,35
694,4.0,1010,240,3.89,25,71,44,16
695,5.0,785,511,3.47,1278,1270,1162,67
696,4.0,1138,303,3.97,901,1407,1323,83
697,4.0,191,186,4.02,18,97,4,26
698,4.0,191,620,4.13,63,507,133,48
699,5.0,1636,620,4.13,63,507,133,48
700,4.0,455,813,3.55,16413,24260,17795,112
701,4.0,191,389,3.95,69,152,127,48
702,4.0,322,389,3.95,69,152,127,48
703,1.0,559,562,3.7,4,2488,94,71
704,4.0,191,562,3.7,4,2488,94,71
705,4.0,1022,562,3.7,4,2488,94,71
706,4.0,654,1220,3.87,25,106,37,250
707,2.0,1852,254,3.79,74,312,328,26
708,4.0,1022,357,3.87,1146,1988,1141,118
709,5.0,326,89,3.47,276,1854,397,36
710,2.0,1852,89,3.47,276,1854,397,36
711,3.0,1225,788,3.93,61200,69448,64120,426
712,3.0,561,788,3.93,61200,69448,64120,426
713,3.0,941,788,3.93,61200,69448,64120,426
714,4.0,268,788,3.93,61200,69448,64120,426
715,5.0,326,788,3.93,61200,69448,64120,426
716,4.0,1138,788,3.93,61200,69448,64120,426
717,4.0,1022,788,3.93,61200,69448,64120,426
718,2.0,1852,788,3.93,61200,69448,64120,426
719,3.0,406,582,3.36,860,1483,1252,44
720,3.0,561,158,3.77,77,135,128,5
721,2.0,1349,756,3.61,520,6017,1609,78
722,3.0,941,79,4.01,32,127,76,3
723,2.0,1852,79,4.01,32,127,76,3
724,4.0,1010,100,3.26,100,122,106,14
725,3.0,561,166,3.73,1702,1781,1771,11
726,4.0,455,1429,4.01,3517,7583,5292,336
727,5.0,1636,817,3.64,117,462,282,70
728,4.0,1010,193,3.43,150,175,164,4
729,2.0,557,435,3.34,89,241,362,16
730,4.0,191,224,3.54,40,296,52,20
731,5.0,320,224,4.08,986,1193,994,456
732,5.0,326,224,4.08,986,1193,994,456
733,2.0,1852,431,3.51,80,363,93,51
734,3.0,561,431,3.51,80,363,93,51
735,4.0,191,333,4.31,96,143,89,96
736,4.0,1010,187,3.9,983,1814,1627,29
737,3.0,561,229,3.83,78,124,109,21
738,2.0,1852,229,3.83,78,124,109,21
739,3.0,561,386,3.89,64,190,119,15
740,4.0,1022,283,4.05,280,1553,1623,23
741,4.0,455,60,4.25,4,57,32,7
742,5.0,715,133,4.22,494,712,687,45
743,4.0,1022,133,4.22,494,712,687,45
744,3.0,406,614,3.6,3304,15854,33810,14
745,4.0,1022,12,4.69,0,1,0,0
746,2.0,557,87,3.98,6,14,9,4
747,4.0,1022,93,3.19,24,31,14,4
748,3.0,561,229,3.94,34,107,29,6
749,1.0,559,33,3.85,0,5,0,1
750,4.0,191,552,3.62,5593,5598,5568,67
751,4.0,191,245,3.85,538,829,649,62
752,1.0,559,245,3.85,538,829,649,62
753,4.0,1010,82,3.58,129,822,994,15
754,5.0,785,218,4.03,388,657,533,36
755,4.0,268,280,4.04,21899,4844,8068,78
756,4.0,455,3227,3.75,2041,7227,5871,390
757,4.0,268,285,3.21,48,190,61,8
758,4.0,1022,55,4.11,5,16,1,4
759,3.0,561,115,3.99,1,4,2,3
760,4.0,1176,87,3.88,313,1060,1205,6
761,5.0,1636,447,3.75,7276,12953,12490,133
762,4.0,1022,447,3.75,7276,12953,12490,133
763,4.0,1138,1005,3.71,0,2,2,247
764,5.0,1636,1005,3.71,0,2,2,247
765,2.0,1852,824,4.15,616,1414,3536,124
766,3.0,561,824,4.15,616,1414,3536,124
767,3.0,561,204,4.12,286,396,375,19
768,4.0,592,204,4.12,286,396,375,19
769,5.0,1636,2846,3.5,1112,1837,1376,258
770,3.0,561,526,3.95,1013,1027,1008,42
771,5.0,1636,800,3.12,10,12,11,40
772,4.0,1010,800,3.12,10,12,11,40
773,4.0,1010,868,3.82,258,314,274,135
774,3.0,709,85,3.58,14,120,9,21
775,1.0,559,85,3.58,14,120,9,21
776,4.0,191,85,3.58,14,120,9,21
777,4.0,322,85,3.58,14,120,9,21
778,4.0,1138,1921,3.51,1746,7467,7161,439
779,4.0,1010,603,3.85,1790,2273,1437,47
780,4.0,1026,92,4.0,0,7,0,5
781,5.0,326,15,3.27,5,1,0,1
782,5.0,326,3463,3.31,9405,7207,14849,331
783,3.0,561,3463,3.31,9405,7207,14849,331
784,3.0,941,3463,3.31,9405,7207,14849,331
785,2.0,1852,3463,3.31,9405,7207,14849,331
786,2.0,1852,229,3.96,7,25,18,33
787,2.0,557,1238,3.58,10,29,5,91
788,1.0,324,42,4.02,18,98,12,0
789,4.0,191,643,3.49,2345,1679,1987,87
790,4.0,191,126,4.51,3038,3515,3466,58
791,4.0,191,144,3.95,16,142,10,10
792,4.0,322,144,3.95,16,142,10,10
793,4.0,1022,135,3.75,622,2094,848,27
794,4.0,1022,110,3.6,143,152,147,19
795,4.0,1022,156,4.08,2060,2541,2513,39
796,4.0,1022,491,3.89,915,1068,1151,74
797,2.0,1852,110,4.81,22,229,37,4
798,3.0,561,932,3.13,216,966,115,125
799,4.0,1022,313,3.72,18,59,19,28
800,4.0,1022,196,3.42,987,2642,2988,49
801,4.0,191,69,3.63,24,105,14,4
802,4.0,191,157,4.54,1307,1673,1610,37
803,5.0,785,358,3.55,225,386,198,39
804,4.0,191,268,3.95,3971,5789,5544,74
805,5.0,1213,38,3.68,2,3,0,2
806,5.0,1636,1239,4.18,1286,12286,8821,2093
807,2.0,596,1239,4.18,1286,12286,8821,2093
808,4.0,592,255,3.96,31,16,41,13
809,2.0,1852,156,3.89,80,112,83,33
810,4.0,1022,190,3.88,286,318,582,6
811,4.0,1022,431,3.71,2,8,1,76
812,4.0,1022,674,3.64,33,31,17,39
813,2.0,557,222,3.66,46,112,48,7
814,4.0,1022,194,4.06,27,53,23,26
815,3.0,561,3039,3.56,11198,12473,14873,492
816,5.0,785,1729,3.41,446,704,691,77
817,4.0,322,424,3.89,27,193,35,37
818,4.0,592,80,3.8,0,0,1,3
819,1.0,559,156,4.47,125,986,664,37
820,4.0,1022,156,4.47,125,986,664,37
821,4.0,1010,243,3.52,59,197,120,16
822,5.0,320,428,3.85,188,109,36,30
823,1.0,559,530,3.57,8,55,7,34
824,2.0,1852,166,4.01,209,391,212,17
825,1.0,559,163,3.63,21,47,7,5
826,2.0,557,194,3.76,467,526,491,18
827,5.0,785,794,3.82,481,14376,307,87
828,4.0,592,2527,3.93,10878,83657,40093,820
829,4.0,455,2527,3.93,10878,83657,40093,820
830,3.0,1225,204,3.75,3,22,9,13
831,4.0,191,15,2.75,5,44,8,0
832,4.0,191,141,4.36,188,245,199,18
833,4.0,1026,94,3.44,20,71,29,59
834,4.0,268,355,3.72,46,593,175,22
835,5.0,320,210,3.83,23,146,14,5
836,4.0,191,23,3.65,0,1,2,1
837,2.0,1852,46,3.65,2,10,4,3
838,5.0,785,242,3.69,669,1141,1444,46
839,2.0,557,318,3.66,4,55,2,28
840,5.0,320,584,3.63,3211,4205,4873,85
841,3.0,1225,22,3.29,2,19,0,0
842,4.0,322,746,3.26,377,569,352,23
843,5.0,785,113,4.09,6,11,6,4
844,2.0,557,141,3.25,50,553,31,14
845,4.0,1022,38,4.22,122,165,193,6
846,2.0,1852,343,3.67,189,250,156,37
847,5.0,1636,2724,3.24,43046,50394,44801,916
848,2.0,1852,94,3.94,89,158,111,27
849,3.0,941,545,3.95,148,486,467,32
850,5.0,326,48,4.57,90,131,29,1
851,4.0,1022,171,4.25,255,210,185,78
852,3.0,561,608,3.9,39,84,58,89
853,2.0,1852,608,3.9,39,84,58,89
854,5.0,320,4053,3.92,2496,15717,61941,325
855,3.0,561,143,3.86,142,464,217,9
856,3.0,406,1819,3.6,1586,13573,10189,226
857,3.0,941,138,3.72,14,220,56,16
858,3.0,561,138,3.72,14,220,56,16
859,5.0,326,138,3.72,14,220,56,16
860,5.0,785,131,3.77,32,78,15,16
861,4.0,191,181,3.51,106,251,131,13
862,5.0,320,224,3.68,75,287,84,6
863,4.0,1138,232,3.78,3234,3293,3174,51
864,2.0,1852,274,3.75,7,8,3,32
865,3.0,1225,446,3.56,351,668,649,31
866,3.0,561,131,3.97,3965,7406,5278,40
867,5.0,108,63,4.25,9,137,55,5
868,4.0,455,14,4.93,62,258,465,23
869,2.0,1852,14,4.93,62,258,465,23
870,5.0,326,14,4.93,62,258,465,23
871,3.0,561,14,4.93,62,258,465,23
872,1.0,380,14,4.93,62,258,465,23
873,3.0,561,164,4.04,292,314,295,21
874,2.0,1852,164,4.04,292,314,295,21
875,5.0,326,164,4.04,292,314,295,21
876,4.0,1026,350,3.41,158,396,1198,60
877,2.0,1852,246,3.97,199,206,161,31
878,5.0,1636,367,3.88,305,450,216,85
879,5.0,230,84,3.47,3,24,1,4
880,5.0,1636,22,4.21,28,110,95,3
881,5.0,326,22,4.21,28,110,95,3
882,5.0,1636,121,3.57,4,2,0,41
883,5.0,1636,1397,3.4,975,1009,1001,242
884,5.0,785,649,3.93,1266,2092,1974,102
885,4.0,1022,100,3.97,110,115,105,23
886,5.0,326,109,4.03,258,279,261,19
887,4.0,1138,109,4.03,258,279,261,19
888,2.0,1852,70,4.04,10,187,126,6
889,3.0,941,70,4.04,10,187,126,6
890,5.0,326,14,3.09,1,1,0,0
891,4.0,268,178,3.25,582,1002,805,77
892,3.0,561,178,3.25,582,1002,805,77
893,3.0,1225,178,3.25,582,1002,805,77
894,2.0,1852,178,3.25,582,1002,805,77
895,3.0,561,17,4.35,1,13,1,0
896,5.0,326,113,3.96,115,135,116,15
897,4.0,191,126,4.29,14,110,17,20
898,2.0,1852,148,3.73,18,136,35,4
899,3.0,561,71,4.37,139,266,178,15
900,3.0,406,444,3.92,94,126,91,34
901,5.0,785,179,4.11,585,658,630,169
902,2.0,1349,22,4.3,0,6,0,1
903,5.0,326,65,3.77,561,615,603,35
904,3.0,561,65,3.77,561,615,603,35
905,3.0,941,65,3.77,561,615,603,35
906,2.0,1349,205,4.0,60,133,58,18
907,3.0,561,134,3.51,45,93,30,34
908,4.0,1022,19,4.21,9,41,6,10
909,4.0,191,97,4.04,57,115,38,6
910,5.0,293,84,3.18,9,36,11,2
911,3.0,941,57,3.89,4,18,4,7
912,5.0,1636,242,3.79,12,37,27,13
913,4.0,191,22,3.81,2,12,3,0
914,3.0,1225,86,3.74,368,3435,2064,112
915,2.0,1852,86,3.74,368,3435,2064,112
916,2.0,1852,262,3.33,2010,2405,2058,40
917,2.0,1852,146,3.91,25,81,28,54
918,3.0,406,770,3.8,1167,5508,3861,666
919,2.0,557,88,3.7,0,1,0,4
920,2.0,1852,126,4.58,35,251,15,133
921,5.0,326,126,4.58,35,251,15,133
922,4.0,191,64,4.33,0,21,3,4
923,4.0,201,36,3.73,1,7,1,3
924,4.0,191,30,3.07,0,1,0,0
925,5.0,1636,712,3.72,1325,2255,2229,94
926,5.0,320,62,3.68,9,13,9,6
927,4.0,1138,337,3.89,23,75,26,37
928,4.0,322,341,4.03,30,539,232,8
929,5.0,1636,151,3.68,75,80,79,7
930,4.0,1138,151,3.68,75,80,79,7
931,4.0,1022,128,3.58,184,313,269,75
932,4.0,191,128,3.58,184,313,269,75
933,4.0,322,25,3.31,24,192,57,1
934,4.0,191,25,3.31,24,192,57,1
935,4.0,1022,67,4.13,21,30,38,9
936,2.0,557,27,4.04,6,30,5,3
937,2.0,557,34,3.71,0,3,0,4
938,4.0,191,205,3.84,176,179,183,10
939,5.0,108,14,4.2,0,2,0,3
940,1.0,380,179,3.99,2,29,5,28
941,3.0,561,67,3.51,6,43,6,4
942,3.0,406,24,4.38,344,675,1502,23
943,3.0,1225,648,4.18,48,71,482,218
944,5.0,1636,648,4.18,48,71,482,218
945,5.0,326,1009,3.7,78,55,64,125
946,4.0,1022,46,3.87,95,337,253,32
947,4.0,1022,34,3.94,4,21,6,10
948,4.0,191,172,4.01,24,428,333,11
949,5.0,1636,64,4.1,43,26,100,7
950,5.0,1636,860,4.0,15935,15796,15782,279
951,5.0,1636,220,3.62,1372,1906,1519,30
952,4.0,1138,182,3.73,27,59,75,9
953,3.0,941,352,3.97,1447,1666,1565,113
954,3.0,561,352,3.97,1447,1666,1565,113
955,5.0,326,352,3.97,1447,1666,1565,113
956,2.0,1852,352,3.97,1447,1666,1565,113
957,3.0,561,44,3.13,3,17,0,0
958,3.0,941,176,2.16,690,1364,189,11
959,1.0,380,58,3.69,9,30,1,1
960,2.0,1852,107,4.14,18,110,12,22
961,3.0,561,107,4.14,18,110,12,22
962,1.0,559,60,4.17,59,88,53,7
963,4.0,191,60,4.17,59,88,53,7
964,4.0,654,628,4.02,33,85,55,19
965,3.0,941,172,3.55,383,589,366,24
966,4.0,191,67,3.23,49,195,14,4
967,3.0,941,335,4.11,1706,1880,1737,52
968,4.0,654,122,4.03,15,40,20,36
969,3.0,1225,37,4.39,12,13,94,0
970,5.0,326,37,4.39,12,13,94,0
971,2.0,1852,37,4.39,12,13,94,0
972,4.0,654,492,3.63,313,7940,1955,21
973,1.0,559,91,3.71,168,328,268,13
974,3.0,561,168,3.68,812,2078,512,26
975,1.0,380,168,3.68,812,2078,512,26
976,3.0,561,112,3.59,16,117,31,7
977,2.0,1852,112,3.59,16,117,31,7
978,5.0,326,26,4.31,7,151,116,24
979,4.0,364,26,4.31,7,151,116,24
980,2.0,1852,26,4.31,7,151,116,24
981,3.0,1225,135,3.64,33,52,22,10
982,5.0,326,135,3.64,33,52,22,10
983,2.0,557,86,3.74,24,40,23,7
984,3.0,561,177,3.87,2769,4916,4836,26
985,5.0,326,177,3.87,2769,4916,4836,26
986,2.0,1852,177,3.87,2769,4916,4836,26
987,4.0,99,31,4.0,1,14,1,1
988,1.0,559,1301,3.68,3700,30911,3272,1693
989,5.0,320,1301,3.68,3700,30911,3272,1693
990,3.0,561,51,4.04,2,2,8,1
991,4.0,191,129,3.17,45,57,2,2
992,5.0,1636,180,3.82,50,195,173,6
993,2.0,1852,38,2.86,2,20,11,0
994,4.0,455,1888,3.64,744,11303,5271,119
995,4.0,1138,827,3.7,548,432,172,76
996,5.0,1636,2795,4.14,321,393,367,726
997,3.0,561,376,4.03,109,207,96,22
998,4.0,1022,32,4.56,2,0,0,1
999,4.0,1022,113,3.57,69,306,112,10
1000,2.0,557,21,3.87,1,1,1,0
1001,4.0,1022,129,3.53,7,10,3,8
1002,3.0,1225,41,2.8,61,41,2,3
1003,4.0,322,87,4.04,25,197,6,4
1004,4.0,191,124,3.67,47,156,101,19
1005,5.0,1636,251,3.48,11,40,3,12
1006,5.0,326,438,3.33,63,2013,1909,17
1007,4.0,1138,438,3.33,63,2013,1909,17
1008,2.0,185,831,3.2,5,45,13,24
1009,2.0,557,831,3.2,5,45,13,24
1010,4.0,191,831,3.2,5,45,13,24
1011,4.0,1138,831,3.2,5,45,13,24
1012,1.0,559,56,4.03,1,50,18,23
1013,4.0,191,56,4.03,1,50,18,23
1014,4.0,322,56,4.03,1,50,18,23
1015,4.0,1022,30,4.28,124,246,195,8
1016,5.0,426,195,4.08,105,297,193,15
1017,5.0,320,195,4.08,105,297,193,15
1018,4.0,191,18,3.06,1,2,0,0
1019,3.0,941,55,3.14,3,28,3,1
1020,1.0,380,18,3.05,3,1,1,1
1021,4.0,455,211,3.98,31,276,114,6
1022,4.0,1138,457,3.89,283,1138,1042,62
1023,3.0,941,369,3.28,13,81,6,23
1024,4.0,455,478,3.79,286,522,244,41
1025,5.0,1636,1063,4.4,7667,7667,7676,108
1026,5.0,326,1063,4.4,7667,7667,7676,108
1027,4.0,1138,1063,4.4,7667,7667,7676,108
1028,5.0,1636,223,3.56,7,100,10,4
1029,3.0,941,208,3.98,99,116,103,27
1030,3.0,406,2079,3.93,28,117,71,142
1031,2.0,557,142,3.86,16,74,15,5
1032,2.0,1852,21,4.57,25,44,35,3
1033,4.0,322,88,4.02,26,58,26,4
1034,4.0,1022,88,4.02,26,58,26,4
1035,3.0,941,69,4.11,27,50,37,6
1036,1.0,559,77,4.34,19,68,16,5
1037,2.0,1852,522,3.91,61,119,107,95
1038,2.0,557,224,3.22,47,193,8,14
1039,2.0,1852,28,4.41,6,46,19,2
1040,2.0,1349,110,4.1,6,26,5,5
1041,3.0,406,1331,3.78,17717,88295,59797,463
1042,5.0,320,1331,3.78,17717,88295,59797,463
1043,4.0,1022,119,3.62,52,105,70,14
1044,1.0,559,119,3.62,52,105,70,14
1045,4.0,592,1671,3.81,4753,10983,8255,125
1046,4.0,455,1671,3.81,4753,10983,8255,125
1047,4.0,1022,176,3.91,12,27,8,16
1048,3.0,561,47,4.27,2,9,3,1
1049,5.0,326,21,4.73,3,43,1,2
1050,4.0,191,49,3.51,8,60,2,7
1051,4.0,322,51,3.35,34,127,116,4
1052,4.0,322,96,4.15,12,86,39,16
1053,3.0,1225,26,3.37,10,35,1,20
1054,3.0,406,633,3.64,1340,2619,2053,34
1055,5.0,1636,1005,3.7,97,157,123,99
1056,4.0,191,65,4.24,2244,2493,2443,154
1057,3.0,561,65,4.24,2244,2493,2443,154
1058,4.0,455,65,4.24,2244,2493,2443,154
1059,3.0,561,284,4.15,256,853,168,17
1060,5.0,1935,2139,4.25,2062,2871,2076,370
1061,2.0,1852,210,3.88,6,60,6,15
1062,3.0,561,99,3.92,0,1,0,4
1063,1.0,380,83,3.26,13,58,1,3
1064,3.0,561,29,3.59,3,5,1,3
1065,5.0,1636,1293,3.4,5801,5872,5756,639
1066,4.0,654,253,4.05,283,381,338,26
1067,4.0,191,21,3.77,110,156,137,6
1068,3.0,561,16,4.63,3,33,24,3
1069,5.0,326,204,3.99,307,1149,773,73
1070,3.0,347,812,3.59,1,4,1,49
1071,2.0,557,668,3.85,48,79,9,68
1072,3.0,561,81,3.35,18,62,13,3
1073,4.0,191,144,4.07,308,484,252,16
1074,2.0,557,102,3.66,2,3,2,33
1075,2.0,1852,827,3.77,20,46,75,66
1076,4.0,1010,30,4.2,1,1,2,0
1077,5.0,1582,427,4.02,121,459,243,36
1078,5.0,1636,605,3.56,154,144,125,42
1079,5.0,326,311,3.98,36,284,28,30
1080,3.0,406,165,3.87,76,378,50,20
1081,4.0,322,165,3.87,76,378,50,20
1082,2.0,1852,211,3.93,12,95,76,16
1083,2.0,557,166,3.96,5,18,8,8
1084,2.0,737,83,4.26,49,213,47,7
1085,4.0,1138,954,3.76,7740,9457,8335,217
1086,5.0,326,248,3.73,59,172,93,46
1087,3.0,561,248,3.73,59,172,93,46
1088,2.0,1852,248,3.73,59,172,93,46
1089,1.0,380,210,3.88,49,93,87,27
1090,2.0,1852,210,3.88,49,93,87,27
1091,4.0,1138,547,3.36,5890,6297,6233,132
1092,3.0,709,425,3.52,815,1996,956,23
1093,4.0,322,119,3.21,211,299,59,15
1094,4.0,191,83,3.98,130,1271,132,31
1095,5.0,1213,83,3.98,130,1271,132,31
1096,5.0,326,306,4.01,103,1901,148,136
1097,2.0,1852,306,4.01,103,1901,148,136
1098,1.0,559,136,3.7,457,794,597,21
1099,4.0,322,136,3.7,457,794,597,21
1100,3.0,709,1260,3.71,18,17,18,241
1101,5.0,320,1260,3.71,18,17,18,241
1102,5.0,326,26,4.35,25,98,76,3
1103,5.0,1636,81,3.28,0,0,0,7
1104,4.0,268,42,5.0,2,25,7,4
1105,1.0,559,241,3.89,48,792,38,50
1106,4.0,1022,241,3.89,48,792,38,50
1107,3.0,406,200,3.47,2,37,5,18
1108,2.0,557,65,3.79,28,24,23,3
1109,4.0,191,41,4.69,10,13,5,8
1110,2.0,1293,28,4.41,10,47,18,3
1111,4.0,455,75,3.79,8,72,4,1
1112,4.0,191,115,3.85,16,44,551,17
1113,4.0,1138,2391,3.94,19968,20228,20087,1710
1114,4.0,455,2391,3.94,19968,20228,20087,1710
1115,4.0,592,2391,3.94,19968,20228,20087,1710
1116,5.0,1935,2391,3.94,19968,20228,20087,1710
1117,5.0,326,1648,4.19,57,474,48,148
1118,4.0,268,1648,4.19,57,474,48,148
1119,4.0,1010,21,4.0,1,2,0,0
1120,4.0,191,231,3.9,2028,1690,1884,91
1121,4.0,322,231,3.9,2028,1690,1884,91
1122,4.0,1022,231,3.9,2028,1690,1884,91
1123,1.0,559,231,3.9,2028,1690,1884,91
1124,3.0,561,15,3.38,8,3,1,4
1125,5.0,1636,271,3.73,69,105,100,61
1126,3.0,347,271,3.73,69,105,100,61
1127,2.0,557,1936,4.02,4256,4221,4140,587
1128,4.0,455,1936,4.02,4256,4221,4140,587
1129,4.0,1138,885,3.91,54,364,52,444
1130,4.0,191,151,3.59,34,69,38,10
1131,4.0,1010,37,3.43,2,1,0,0
1132,3.0,733,815,3.54,2692,3132,2657,194
1133,2.0,1852,209,3.81,139,222,297,14
1134,3.0,561,275,4.08,15,68,52,74
1135,2.0,1852,275,4.08,15,68,52,74
1136,2.0,1852,181,4.07,84,143,94,25
1137,5.0,326,394,3.8,4264,4524,4317,234
1138,3.0,561,394,3.8,4264,4524,4317,234
1139,2.0,1852,394,3.8,4264,4524,4317,234
1140,2.0,1852,175,3.63,723,1041,889,72
1141,4.0,268,142,3.49,4,25,0,4
1142,2.0,737,61,3.77,386,638,455,5
1143,2.0,596,32,3.85,4,12,4,1
1144,2.0,1852,32,3.06,15,25,9,1
1145,4.0,1022,14,4.0,11,34,5,0
1146,1.0,808,78,3.83,0,2,0,2
1147,4.0,191,14,4.79,0,0,0,0
1148,4.0,1022,87,3.8,192,229,200,15
1149,4.0,1010,111,3.85,9,14,11,3
1150,2.0,1218,58,3.1,2,14,3,2
1151,3.0,561,116,4.01,37,212,28,12
1152,4.0,191,26,3.39,4,31,0,6
1153,3.0,561,229,4.25,750,799,671,54
1154,2.0,1852,80,3.99,1,6,4,11
1155,3.0,941,107,3.69,9,7,3,18
1156,4.0,191,60,4.16,0,6,0,2
1157,3.0,561,87,4.31,80,151,8,9
1158,2.0,1852,98,3.96,2,49,4,2
1159,3.0,561,64,4.36,0,1,0,2
1160,5.0,1636,642,3.66,5796,6172,5893,175
1161,4.0,1138,642,3.66,5796,6172,5893,175
1162,4.0,455,642,3.66,5796,6172,5893,175
1163,2.0,1852,112,4.12,152,291,163,65
1164,4.0,1138,104,4.16,79,273,616,39
1165,5.0,1636,104,4.16,79,273,616,39
1166,3.0,561,104,4.16,79,273,616,39
1167,3.0,406,707,3.59,111,315,137,86
1168,4.0,455,1123,3.41,1052,1290,970,110
1169,5.0,326,120,4.0,2867,3141,2952,22
1170,3.0,561,120,4.0,2867,3141,2952,22
1171,4.0,191,17,4.53,92,103,102,5
1172,5.0,1636,864,3.61,171,146,145,72
1173,5.0,326,832,3.93,123,411,762,125
1174,5.0,1636,894,4.04,120,232,141,447
1175,5.0,326,47,4.13,5,47,6,6
1176,1.0,559,29,4.59,2,5,0,1
1177,2.0,557,96,3.61,38,71,8,5
1178,4.0,322,29,3.4,16,236,3,4
1179,2.0,557,76,4.0,2,32,1,13
1180,2.0,1852,3006,3.85,30990,31071,30950,574
1181,4.0,654,3006,3.85,30990,31071,30950,574
1182,3.0,1225,52,3.85,7,24,2,13
1183,2.0,557,312,3.76,9,16,5,6
1184,4.0,191,127,3.93,4,158,141,6
1185,4.0,1022,57,4.02,2329,4858,4257,14
1186,4.0,1026,78,3.88,21432,140024,150973,227
1187,3.0,941,78,3.88,21432,140024,150973,227
