,Y,textlength,review_count,average_stars,funny_vote_count,useful_vote_count,cool_vote_count,fans
596,3.0,561,1618,3.68,1137,1474,1298,147
597,5.0,326,1618,3.68,1137,1474,1298,147
598,2.0,1852,1618,3.68,1137,1474,1298,147
599,4.0,592,292,3.0,13,22,11,27
600,4.0,191,30,4.73,3,7,1,1
601,4.0,268,275,3.87,350,286,350,28
602,3.0,561,104,4.02,5,63,10,27
603,3.0,561,43,2.96,8,37,3,7
604,4.0,99,5,3.4,0,0,0,0
605,3.0,406,1033,3.18,133,267,76,102
606,5.0,320,1033,3.18,133,267,76,102
607,4.0,191,80,3.41,18,80,9,12
608,5.0,1582,80,3.41,18,80,9,12
609,3.0,561,248,3.4,117,278,260,13
610,4.0,1022,568,3.66,494,1174,526,54
611,5.0,785,357,3.8,392,1684,937,29
612,3.0,561,136,3.96,117,136,61,27
613,4.0,268,70,3.86,604,716,388,60
614,1.0,380,39,4.03,4,12,0,1
615,3.0,561,149,4.05,397,456,403,9
616,5.0,326,149,4.05,397,456,403,9
617,1.0,559,539,3.88,4706,12347,15241,45
618,4.0,1022,611,3.93,251,457,210,103
619,4.0,322,611,3.93,251,457,210,103
620,4.0,191,611,3.93,251,457,210,103
621,2.0,1852,301,4.04,1474,1939,1536,69
622,4.0,191,327,3.81,2850,3126,3191,42
623,4.0,1022,327,3.81,2850,3126,3191,42
624,2.0,557,236,3.62,240,542,600,21
625,5.0,1636,1190,4.16,260,282,261,53
626,4.0,1138,181,3.62,4606,4595,4453,59
627,3.0,941,173,3.98,117,269,211,5
628,2.0,1852,376,3.67,22,92,137,37
629,5.0,326,376,3.67,22,92,137,37
630,4.0,268,204,4.13,2087,2545,2791,58
631,2.0,1852,605,3.45,5,14,2,31
632,5.0,320,1164,3.31,83,110,107,81
633,4.0,455,289,3.8,550,553,535,41
634,5.0,1636,911,3.63,2814,4992,4666,274
635,3.0,1225,311,3.65,8,454,257,22
636,2.0,1852,311,3.65,8,454,257,22
637,5.0,326,401,3.81,438,3399,807,44
638,3.0,561,401,3.81,438,3399,807,44
639,2.0,1852,274,4.28,749,1225,739,19
640,5.0,1636,566,3.63,2325,2444,2312,108
641,4.0,1022,138,3.71,286,1293,355,16
642,4.0,191,1105,4.1,17472,18099,17443,270
643,4.0,1138,1105,4.1,17472,18099,17443,270
644,4.0,191,410,3.8,2866,5221,4856,232
645,4.0,1022,45,4.57,1,2,0,4
646,5.0,1636,2091,3.81,1104,2421,2378,668
647,3.0,561,343,3.83,1904,2525,1909,72
648,2.0,1852,343,3.83,1904,2525,1909,72
649,5.0,326,343,3.83,1904,2525,1909,72
650,2.0,1852,172,4.15,110,318,146,120
651,2.0,1852,190,3.78,2607,4219,3998,74
652,3.0,1225,87,3.31,246,359,266,51
653,4.0,191,49,4.66,6,17,6,3
654,5.0,1636,1025,3.96,142,161,164,103
655,5.0,320,532,3.28,464,585,411,62
656,4.0,1022,256,3.67,1667,2152,2152,84
657,3.0,1225,65,4.37,2286,4536,4195,9
658,4.0,1022,41,4.14,134,191,37,3
659,4.0,1138,412,3.79,691,616,167,36
660,2.0,737,93,3.74,4,24,7,6
661,2.0,557,200,3.15,29,144,38,18
662,2.0,557,184,3.85,30,160,12,7
663,5.0,326,40,3.49,4,4,8,8
664,4.0,1022,348,3.85,118,577,85,41
665,2.0,1852,372,3.9,102,89,29,28
666,2.0,1852,116,4.44,23,263,151,8
667,5.0,293,10,4.25,0,1,0,1
668,3.0,561,418,3.71,99,210,384,12
669,4.0,1010,190,3.65,41,131,69,8
670,2.0,557,72,3.87,55,203,23,10
671,3.0,406,2315,3.77,84385,186543,166645,749
672,3.0,941,228,4.2,69,228,361,20
673,5.0,326,228,4.2,69,228,361,20
674,3.0,406,592,3.64,13647,51213,53252,107
675,4.0,455,1386,4.25,1940,37040,41747,651
676,4.0,268,126,3.94,10,46,11,2
677,4.0,1026,105,3.57,25,137,10,20
678,2.0,557,154,3.77,2,16,4,36
679,4.0,1138,373,3.97,21,111,30,16
680,2.0,1852,1053,3.62,1902,2791,1962,95
681,3.0,406,496,3.67,96,685,82,104
682,5.0,785,151,3.56,15,95,3,10
683,4.0,592,313,3.87,853,2689,1845,33
684,4.0,455,313,3.87,853,2689,1845,33
685,4.0,455,335,4.06,4436,7188,6641,101
686,2.0,1852,46,4.6,89,425,893,19
687,3.0,941,27,3.39,1399,1440,1330,29
688,2.0,557,317,3.88,26,175,64,24
689,1.0,559,145,4.04,2,15,1,12
690,2.0,557,103,3.49,18,44,12,10
691,4.0,1026,85,4.08,75,200,55,6
692,2.0,1852,183,4.26,447,545,542,26
693,3.0,561,183,4.26,447,545,542,26
694,4.0,1022,84,3.87,80,127,61,9
695,2.0,737,590,3.51,262,1392,179,30
696,3.0,561,436,3.67,646,687,633,77
697,3.0,941,436,3.67,646,687,633,77
698,4.0,1026,436,3.67,646,687,633,77
699,5.0,326,436,3.67,646,687,633,77
700,2.0,1852,436,3.67,646,687,633,77
701,3.0,941,74,3.35,10,31,10,5
702,4.0,1022,354,3.84,405,213,824,35
703,4.0,1010,240,3.89,25,71,44,16
704,5.0,785,511,3.47,1278,1270,1162,67
705,4.0,1138,303,3.97,901,1407,1323,83
706,4.0,191,186,4.02,18,97,4,26
707,4.0,191,620,4.13,63,507,133,48
708,5.0,1636,620,4.13,63,507,133,48
709,4.0,455,813,3.55,16413,24260,17795,112
710,4.0,191,389,3.95,69,152,127,48
711,4.0,322,389,3.95,69,152,127,48
712,1.0,559,562,3.7,4,2488,94,71
713,4.0,191,562,3.7,4,2488,94,71
714,4.0,1022,562,3.7,4,2488,94,71
715,4.0,654,1220,3.87,25,106,37,250
716,2.0,1852,254,3.79,74,312,328,26
717,4.0,1022,357,3.87,1146,1988,1141,118
718,5.0,326,89,3.47,276,1854,397,36
719,2.0,1852,89,3.47,276,1854,397,36
720,3.0,1225,788,3.93,61200,69448,64120,426
721,3.0,561,788,3.93,61200,69448,64120,426
722,3.0,941,788,3.93,61200,69448,64120,426
723,4.0,268,788,3.93,61200,69448,64120,426
724,5.0,326,788,3.93,61200,69448,64120,426
725,4.0,1138,788,3.93,61200,69448,64120,426
726,4.0,1022,788,3.93,61200,69448,64120,426
727,2.0,1852,788,3.93,61200,69448,64120,426
728,3.0,406,582,3.36,860,1483,1252,44
729,3.0,561,158,3.77,77,135,128,5
730,2.0,1349,756,3.61,520,6017,1609,78
731,3.0,941,79,4.01,32,127,76,3
732,2.0,1852,79,4.01,32,127,76,3
733,4.0,1010,100,3.26,100,122,106,14
734,3.0,561,166,3.73,1702,1781,1771,11
735,4.0,455,1429,4.01,3517,7583,5292,336
736,5.0,1636,817,3.64,117,462,282,70
737,4.0,1010,193,3.43,150,175,164,4
738,2.0,557,435,3.34,89,241,362,16
739,4.0,191,5,3.4,0,0,0,0
740,4.0,191,224,3.54,40,296,52,20
741,5.0,320,224,4.08,986,1193,994,456
742,5.0,326,224,4.08,986,1193,994,456
743,2.0,1852,431,3.51,80,363,93,51
744,3.0,561,431,3.51,80,363,93,51
745,4.0,191,333,4.31,96,143,89,96
746,4.0,1010,187,3.9,983,1814,1627,29
747,3.0,561,229,3.83,78,124,109,21
748,2.0,1852,229,3.83,78,124,109,21
749,3.0,561,386,3.89,64,190,119,15
750,4.0,1022,283,4.05,280,1553,1623,23
751,4.0,455,60,4.25,4,57,32,7
752,5.0,715,133,4.22,494,712,687,45
753,4.0,1022,133,4.22,494,712,687,45
754,3.0,406,614,3.6,3304,15854,33810,14
755,4.0,1022,12,4.69,0,1,0,0
756,2.0,557,87,3.98,6,14,9,4
757,4.0,1022,93,3.19,24,31,14,4
758,3.0,561,229,3.94,34,107,29,6
759,1.0,559,33,3.85,0,5,0,1
760,4.0,191,552,3.62,5593,5598,5568,67
761,4.0,191,245,3.85,538,829,649,62
762,1.0,559,245,3.85,538,829,649,62
763,4.0,1010,82,3.58,129,822,994,15
764,5.0,785,218,4.03,388,657,533,36
765,4.0,268,280,4.04,21899,4844,8068,78
766,4.0,455,3227,3.75,2041,7227,5871,390
767,4.0,268,285,3.21,48,190,61,8
768,4.0,1022,55,4.11,5,16,1,4
769,3.0,561,115,3.99,1,4,2,3
770,4.0,1176,87,3.88,313,1060,1205,6
771,5.0,1636,447,3.75,7276,12953,12490,133
772,4.0,1022,447,3.75,7276,12953,12490,133
773,4.0,1138,1005,3.71,0,2,2,247
774,5.0,1636,1005,3.71,0,2,2,247
775,2.0,1852,824,4.15,616,1414,3536,124
776,3.0,561,824,4.15,616,1414,3536,124
777,3.0,561,204,4.12,286,396,375,19
778,4.0,592,204,4.12,286,396,375,19
779,5.0,1636,2846,3.5,1112,1837,1376,258
780,3.0,561,526,3.95,1013,1027,1008,42
781,5.0,1636,800,3.12,10,12,11,40
782,4.0,1010,800,3.12,10,12,11,40
783,4.0,1010,868,3.82,258,314,274,135
784,3.0,709,85,3.58,14,120,9,21
785,1.0,559,85,3.58,14,120,9,21
786,4.0,191,85,3.58,14,120,9,21
787,4.0,322,85,3.58,14,120,9,21
788,4.0,1138,1921,3.51,1746,7467,7161,439
789,4.0,1010,603,3.85,1790,2273,1437,47
790,4.0,1026,92,4.0,0,7,0,5
791,5.0,326,15,3.27,5,1,0,1
792,3.0,941,4,5.0,0,3,0,2
793,5.0,326,3463,3.31,9405,7207,14849,331
794,3.0,561,3463,3.31,9405,7207,14849,331
795,3.0,941,3463,3.31,9405,7207,14849,331
796,2.0,1852,3463,3.31,9405,7207,14849,331
797,2.0,1852,229,3.96,7,25,18,33
798,2.0,557,1238,3.58,10,29,5,91
799,1.0,324,42,4.02,18,98,12,0
800,4.0,191,643,3.49,2345,1679,1987,87
801,4.0,191,126,4.51,3038,3515,3466,58
802,4.0,191,144,3.95,16,142,10,10
803,4.0,322,144,3.95,16,142,10,10
804,4.0,1022,135,3.75,622,2094,848,27
805,4.0,1022,110,3.6,143,152,147,19
806,4.0,1022,156,4.08,2060,2541,2513,39
807,4.0,1022,491,3.89,915,1068,1151,74
808,2.0,1852,110,4.81,22,229,37,4
809,3.0,561,932,3.13,216,966,115,125
810,4.0,1022,313,3.72,18,59,19,28
811,4.0,1022,196,3.42,987,2642,2988,49
812,4.0,191,69,3.63,24,105,14,4
813,4.0,191,157,4.54,1307,1673,1610,37
814,5.0,785,358,3.55,225,386,198,39
815,4.0,191,268,3.95,3971,5789,5544,74
816,5.0,1213,38,3.68,2,3,0,2
817,5.0,1636,1239,4.18,1286,12286,8821,2093
818,2.0,596,1239,4.18,1286,12286,8821,2093
819,4.0,592,255,3.96,31,16,41,13
820,2.0,1852,156,3.89,80,112,83,33
821,4.0,1022,190,3.88,286,318,582,6
822,4.0,1022,431,3.71,2,8,1,76
823,4.0,1022,674,3.64,33,31,17,39
824,2.0,557,222,3.66,46,112,48,7
825,4.0,1022,194,4.06,27,53,23,26
826,3.0,561,3039,3.56,11198,12473,14873,492
827,5.0,785,1729,3.41,446,704,691,77
828,4.0,322,424,3.89,27,193,35,37
829,4.0,592,80,3.8,0,0,1,3
830,1.0,559,156,4.47,125,986,664,37
831,4.0,1022,156,4.47,125,986,664,37
832,4.0,1010,243,3.52,59,197,120,16
833,5.0,320,428,3.85,188,109,36,30
834,1.0,559,530,3.57,8,55,7,34
835,2.0,1852,166,4.01,209,391,212,17
836,1.0,559,163,3.63,21,47,7,5
837,2.0,557,194,3.76,467,526,491,18
838,5.0,785,794,3.82,481,14376,307,87
839,4.0,592,2527,3.93,10878,83657,40093,820
840,4.0,455,2527,3.93,10878,83657,40093,820
841,3.0,1225,204,3.75,3,22,9,13
842,4.0,191,15,2.75,5,44,8,0
843,4.0,191,141,4.36,188,245,199,18
844,4.0,1026,94,3.44,20,71,29,59
845,4.0,268,355,3.72,46,593,175,22
846,5.0,320,210,3.83,23,146,14,5
847,4.0,191,23,3.65,0,1,2,1
848,2.0,1852,46,3.65,2,10,4,3
849,5.0,785,242,3.69,669,1141,1444,46
850,2.0,557,318,3.66,4,55,2,28
851,5.0,320,584,3.63,3211,4205,4873,85
852,3.0,1225,22,3.29,2,19,0,0
853,4.0,322,746,3.26,377,569,352,23
854,5.0,108,6,2.5,2,0,0,1
855,5.0,785,113,4.09,6,11,6,4
856,5.0,326,8,4.63,0,0,0,2
857,2.0,557,141,3.25,50,553,31,14
858,4.0,1022,38,4.22,122,165,193,6
859,2.0,1852,343,3.67,189,250,156,37
860,5.0,1636,2724,3.24,43046,50394,44801,916
861,2.0,1852,94,3.94,89,158,111,27
862,3.0,941,545,3.95,148,486,467,32
863,5.0,326,48,4.57,90,131,29,1
864,4.0,1022,171,4.25,255,210,185,78
865,3.0,561,608,3.9,39,84,58,89
866,2.0,1852,608,3.9,39,84,58,89
867,5.0,320,4053,3.92,2496,15717,61941,325
868,3.0,561,143,3.86,142,464,217,9
869,3.0,561,2,5.0,0,0,0,0
870,3.0,406,1819,3.6,1586,13573,10189,226
871,3.0,941,138,3.72,14,220,56,16
872,3.0,561,138,3.72,14,220,56,16
873,5.0,326,138,3.72,14,220,56,16
874,5.0,785,131,3.77,32,78,15,16
875,4.0,191,181,3.51,106,251,131,13
876,5.0,320,224,3.68,75,287,84,6
877,4.0,1138,232,3.78,3234,3293,3174,51
878,2.0,1852,274,3.75,7,8,3,32
879,3.0,1225,446,3.56,351,668,649,31
880,3.0,561,131,3.97,3965,7406,5278,40
881,5.0,108,63,4.25,9,137,55,5
882,4.0,455,14,4.93,62,258,465,23
883,2.0,1852,14,4.93,62,258,465,23
884,5.0,326,14,4.93,62,258,465,23
885,3.0,561,14,4.93,62,258,465,23
886,1.0,380,14,4.93,62,258,465,23
887,3.0,561,164,4.04,292,314,295,21
888,2.0,1852,164,4.04,292,314,295,21
889,5.0,326,164,4.04,292,314,295,21
890,4.0,1026,350,3.41,158,396,1198,60
891,2.0,1852,246,3.97,199,206,161,31
892,5.0,1636,367,3.88,305,450,216,85
893,5.0,230,84,3.47,3,24,1,4
894,5.0,1636,22,4.21,28,110,95,3
895,5.0,326,22,4.21,28,110,95,3
896,5.0,1636,121,3.57,4,2,0,41
897,5.0,1636,1397,3.4,975,1009,1001,242
898,5.0,785,649,3.93,1266,2092,1974,102
899,4.0,1022,100,3.97,110,115,105,23
900,5.0,326,109,4.03,258,279,261,19
901,4.0,1138,109,4.03,258,279,261,19
902,2.0,1852,70,4.04,10,187,126,6
903,3.0,941,70,4.04,10,187,126,6
904,5.0,326,14,3.09,1,1,0,0
905,4.0,268,178,3.25,582,1002,805,77
906,3.0,561,178,3.25,582,1002,805,77
907,3.0,1225,178,3.25,582,1002,805,77
908,2.0,1852,178,3.25,582,1002,805,77
909,3.0,561,17,4.35,1,13,1,0
910,5.0,326,113,3.96,115,135,116,15
911,4.0,191,126,4.29,14,110,17,20
912,2.0,1852,148,3.73,18,136,35,4
913,3.0,561,71,4.37,139,266,178,15
914,3.0,406,444,3.92,94,126,91,34
915,5.0,785,179,4.11,585,658,630,169
916,2.0,1349,22,4.3,0,6,0,1
917,5.0,326,65,3.77,561,615,603,35
918,3.0,561,65,3.77,561,615,603,35
919,3.0,941,65,3.77,561,615,603,35
920,2.0,1349,205,4.0,60,133,58,18
921,3.0,561,134,3.51,45,93,30,34
922,4.0,1022,19,4.21,9,41,6,10
923,4.0,191,97,4.04,57,115,38,6
924,5.0,293,84,3.18,9,36,11,2
925,3.0,941,57,3.89,4,18,4,7
926,5.0,1636,242,3.79,12,37,27,13
927,4.0,191,22,3.81,2,12,3,0
928,3.0,1225,86,3.74,368,3435,2064,112
929,2.0,1852,86,3.74,368,3435,2064,112
930,2.0,1852,262,3.33,2010,2405,2058,40
931,2.0,1852,146,3.91,25,81,28,54
932,3.0,406,770,3.8,1167,5508,3861,666
933,4.0,1176,9,3.78,22,24,23,3
934,2.0,557,88,3.7,0,1,0,4
935,2.0,1852,126,4.58,35,251,15,133
936,5.0,326,126,4.58,35,251,15,133
937,4.0,191,64,4.33,0,21,3,4
938,4.0,201,36,3.73,1,7,1,3
939,4.0,191,30,3.07,0,1,0,0
940,5.0,1636,712,3.72,1325,2255,2229,94
941,5.0,108,3,2.33,0,0,0,1
942,5.0,320,62,3.68,9,13,9,6
943,4.0,1138,337,3.89,23,75,26,37
944,5.0,326,8,3.75,0,54,0,15
945,3.0,561,8,3.75,0,54,0,15
946,2.0,1852,8,3.75,0,54,0,15
947,4.0,322,341,4.03,30,539,232,8
948,5.0,1636,151,3.68,75,80,79,7
949,4.0,1138,151,3.68,75,80,79,7
950,4.0,1022,128,3.58,184,313,269,75
951,4.0,191,128,3.58,184,313,269,75
952,4.0,322,25,3.31,24,192,57,1
953,4.0,191,25,3.31,24,192,57,1
954,4.0,1022,67,4.13,21,30,38,9
955,2.0,557,27,4.04,6,30,5,3
956,2.0,557,34,3.71,0,3,0,4
957,4.0,191,205,3.84,176,179,183,10
958,5.0,326,5,3.0,0,7,0,0
959,5.0,108,14,4.2,0,2,0,3
960,1.0,380,179,3.99,2,29,5,28
961,3.0,561,67,3.51,6,43,6,4
962,3.0,406,24,4.38,344,675,1502,23
963,3.0,1225,648,4.18,48,71,482,218
964,5.0,1636,648,4.18,48,71,482,218
965,5.0,326,1009,3.7,78,55,64,125
966,4.0,1022,46,3.87,95,337,253,32
967,4.0,1022,34,3.94,4,21,6,10
968,4.0,191,172,4.01,24,428,333,11
969,5.0,1636,64,4.1,43,26,100,7
970,5.0,1636,860,4.0,15935,15796,15782,279
971,5.0,1636,220,3.62,1372,1906,1519,30
972,4.0,1138,182,3.73,27,59,75,9
973,3.0,941,352,3.97,1447,1666,1565,113
974,3.0,561,352,3.97,1447,1666,1565,113
975,5.0,326,352,3.97,1447,1666,1565,113
976,2.0,1852,352,3.97,1447,1666,1565,113
977,3.0,561,44,3.13,3,17,0,0
978,3.0,941,176,2.16,690,1364,189,11
979,1.0,380,58,3.69,9,30,1,1
980,2.0,1852,107,4.14,18,110,12,22
981,3.0,561,107,4.14,18,110,12,22
982,1.0,559,60,4.17,59,88,53,7
983,4.0,191,60,4.17,59,88,53,7
984,4.0,654,628,4.02,33,85,55,19
985,3.0,941,172,3.55,383,589,366,24
986,4.0,191,67,3.23,49,195,14,4
987,3.0,941,335,4.11,1706,1880,1737,52
988,4.0,654,122,4.03,15,40,20,36
989,3.0,1225,37,4.39,12,13,94,0
990,5.0,326,37,4.39,12,13,94,0
991,2.0,1852,37,4.39,12,13,94,0
992,4.0,654,492,3.63,313,7940,1955,21
993,1.0,559,91,3.71,168,328,268,13
994,3.0,561,168,3.68,812,2078,512,26
995,1.0,380,168,3.68,812,2078,512,26
996,5.0,108,10,3.0,0,0,0,0
997,3.0,561,112,3.59,16,117,31,7
998,2.0,1852,112,3.59,16,117,31,7
999,5.0,326,26,4.31,7,151,116,24
1000,4.0,364,26,4.31,7,151,116,24
1001,2.0,1852,26,4.31,7,151,116,24
1002,3.0,1225,135,3.64,33,52,22,10
1003,5.0,326,135,3.64,33,52,22,10
1004,2.0,557,86,3.74,24,40,23,7
1005,3.0,561,177,3.87,2769,4916,4836,26
1006,5.0,326,177,3.87,2769,4916,4836,26
1007,2.0,1852,177,3.87,2769,4916,4836,26
1008,4.0,99,31,4.0,1,14,1,1
1009,1.0,559,1301,3.68,3700,30911,3272,1693
1010,5.0,320,1301,3.68,3700,30911,3272,1693
1011,3.0,561,51,4.04,2,2,8,1
1012,4.0,191,129,3.17,45,57,2,2
1013,5.0,1636,180,3.82,50,195,173,6
1014,2.0,1852,38,2.86,2,20,11,0
1015,4.0,455,1888,3.64,744,11303,5271,119
1016,4.0,1138,827,3.7,548,432,172,76
1017,5.0,1636,2795,4.14,321,393,367,726
1018,3.0,561,376,4.03,109,207,96,22
1019,4.0,1022,32,4.56,2,0,0,1
1020,4.0,1022,113,3.57,69,306,112,10
1021,2.0,557,21,3.87,1,1,1,0
1022,4.0,1022,129,3.53,7,10,3,8
1023,3.0,1225,41,2.8,61,41,2,3
1024,4.0,322,87,4.04,25,197,6,4
1025,4.0,191,124,3.67,47,156,101,19
1026,5.0,1636,251,3.48,11,40,3,12
1027,5.0,326,438,3.33,63,2013,1909,17
1028,4.0,1138,438,3.33,63,2013,1909,17
1029,2.0,185,831,3.2,5,45,13,24
1030,2.0,557,831,3.2,5,45,13,24
1031,4.0,191,831,3.2,5,45,13,24
1032,4.0,1138,831,3.2,5,45,13,24
1033,1.0,559,56,4.03,1,50,18,23
1034,4.0,191,56,4.03,1,50,18,23
1035,4.0,322,56,4.03,1,50,18,23
1036,4.0,1022,30,4.28,124,246,195,8
1037,5.0,426,195,4.08,105,297,193,15
1038,5.0,320,195,4.08,105,297,193,15
1039,4.0,191,18,3.06,1,2,0,0
1040,3.0,941,55,3.14,3,28,3,1
1041,1.0,380,18,3.05,3,1,1,1
1042,3.0,561,7,5.0,0,0,0,0
1043,4.0,1010,8,4.56,1,0,0,3
1044,4.0,455,211,3.98,31,276,114,6
1045,4.0,1138,457,3.89,283,1138,1042,62
1046,3.0,941,369,3.28,13,81,6,23
1047,4.0,455,478,3.79,286,522,244,41
1048,5.0,1636,1063,4.4,7667,7667,7676,108
1049,5.0,326,1063,4.4,7667,7667,7676,108
1050,4.0,1138,1063,4.4,7667,7667,7676,108
1051,5.0,1636,223,3.56,7,100,10,4
1052,3.0,941,208,3.98,99,116,103,27
1053,3.0,406,2079,3.93,28,117,71,142
1054,2.0,557,142,3.86,16,74,15,5
1055,2.0,557,6,5.0,0,0,0,0
1056,4.0,1010,1,1.0,0,1,0,0
1057,2.0,1852,21,4.57,25,44,35,3
1058,4.0,322,88,4.02,26,58,26,4
1059,4.0,1022,88,4.02,26,58,26,4
1060,3.0,941,69,4.11,27,50,37,6
1061,1.0,559,77,4.34,19,68,16,5
1062,2.0,1852,522,3.91,61,119,107,95
1063,2.0,557,224,3.22,47,193,8,14
1064,2.0,1852,28,4.41,6,46,19,2
1065,2.0,1349,110,4.1,6,26,5,5
1066,3.0,406,1331,3.78,17717,88295,59797,463
1067,5.0,320,1331,3.78,17717,88295,59797,463
1068,4.0,1022,119,3.62,52,105,70,14
1069,1.0,559,119,3.62,52,105,70,14
1070,3.0,941,5,3.8,3,7,0,0
1071,4.0,592,1671,3.81,4753,10983,8255,125
1072,4.0,455,1671,3.81,4753,10983,8255,125
1073,4.0,1022,176,3.91,12,27,8,16
1074,3.0,561,47,4.27,2,9,3,1
1075,5.0,326,21,4.73,3,43,1,2
1076,4.0,191,49,3.51,8,60,2,7
1077,4.0,322,51,3.35,34,127,116,4
1078,4.0,322,96,4.15,12,86,39,16
1079,3.0,1225,26,3.37,10,35,1,20
1080,3.0,406,633,3.64,1340,2619,2053,34
1081,5.0,1636,1005,3.7,97,157,123,99
1082,3.0,941,4,2.0,0,0,9,0
1083,4.0,191,65,4.24,2244,2493,2443,154
1084,3.0,561,65,4.24,2244,2493,2443,154
1085,4.0,455,65,4.24,2244,2493,2443,154
1086,3.0,561,284,4.15,256,853,168,17
1087,5.0,1935,2139,4.25,2062,2871,2076,370
1088,2.0,1852,210,3.88,6,60,6,15
1089,3.0,561,99,3.92,0,1,0,4
1090,1.0,380,83,3.26,13,58,1,3
1091,3.0,941,6,4.67,0,2,0,1
1092,3.0,561,29,3.59,3,5,1,3
1093,5.0,1636,1293,3.4,5801,5872,5756,639
1094,4.0,654,253,4.05,283,381,338,26
1095,4.0,191,21,3.77,110,156,137,6
1096,3.0,561,16,4.63,3,33,24,3
1097,5.0,326,204,3.99,307,1149,773,73
1098,3.0,347,812,3.59,1,4,1,49
1099,4.0,99,3,4.5,0,0,0,0
1100,2.0,557,668,3.85,48,79,9,68
1101,3.0,561,81,3.35,18,62,13,3
1102,4.0,191,144,4.07,308,484,252,16
1103,2.0,557,102,3.66,2,3,2,33
1104,2.0,1852,827,3.77,20,46,75,66
1105,4.0,1010,30,4.2,1,1,2,0
1106,5.0,1582,427,4.02,121,459,243,36
1107,5.0,1636,605,3.56,154,144,125,42
1108,5.0,326,311,3.98,36,284,28,30
1109,4.0,191,7,3.43,0,7,0,0
1110,3.0,406,165,3.87,76,378,50,20
1111,4.0,322,165,3.87,76,378,50,20
1112,2.0,1852,211,3.93,12,95,76,16
1113,2.0,557,166,3.96,5,18,8,8
1114,2.0,737,83,4.26,49,213,47,7
1115,4.0,1138,954,3.76,7740,9457,8335,217
1116,5.0,326,248,3.73,59,172,93,46
1117,3.0,561,248,3.73,59,172,93,46
1118,2.0,1852,248,3.73,59,172,93,46
1119,1.0,380,210,3.88,49,93,87,27
1120,2.0,1852,210,3.88,49,93,87,27
1121,4.0,1138,547,3.36,5890,6297,6233,132
1122,3.0,709,425,3.52,815,1996,956,23
1123,4.0,322,119,3.21,211,299,59,15
1124,4.0,191,83,3.98,130,1271,132,31
1125,5.0,1213,83,3.98,130,1271,132,31
1126,5.0,326,306,4.01,103,1901,148,136
1127,2.0,1852,306,4.01,103,1901,148,136
1128,1.0,559,136,3.7,457,794,597,21
1129,4.0,322,136,3.7,457,794,597,21
1130,3.0,709,1260,3.71,18,17,18,241
1131,5.0,320,1260,3.71,18,17,18,241
1132,4.0,99,8,4.75,0,2,0,0
1133,5.0,326,26,4.35,25,98,76,3
1134,5.0,1636,81,3.28,0,0,0,7
1135,4.0,268,42,5.0,2,25,7,4
1136,5.0,230,9,3.89,0,1,0,0
1137,1.0,559,241,3.89,48,792,38,50
1138,4.0,1022,241,3.89,48,792,38,50
1139,3.0,406,200,3.47,2,37,5,18
1140,2.0,557,65,3.79,28,24,23,3
1141,4.0,191,4,5.0,5,7,5,0
1142,4.0,191,41,4.69,10,13,5,8
1143,2.0,1293,28,4.41,10,47,18,3
1144,5.0,108,4,1.0,0,3,0,0
1145,4.0,455,75,3.79,8,72,4,1
1146,4.0,191,115,3.85,16,44,551,17
1147,5.0,1636,5,3.8,1,12,2,1
1148,4.0,1138,2391,3.94,19968,20228,20087,1710
1149,4.0,455,2391,3.94,19968,20228,20087,1710
1150,4.0,592,2391,3.94,19968,20228,20087,1710
1151,5.0,1935,2391,3.94,19968,20228,20087,1710
1152,5.0,326,1648,4.19,57,474,48,148
1153,4.0,268,1648,4.19,57,474,48,148
1154,4.0,1010,21,4.0,1,2,0,0
1155,4.0,191,231,3.9,2028,1690,1884,91
1156,4.0,322,231,3.9,2028,1690,1884,91
1157,4.0,1022,231,3.9,2028,1690,1884,91
1158,1.0,559,231,3.9,2028,1690,1884,91
1159,3.0,561,15,3.38,8,3,1,4
1160,5.0,1636,271,3.73,69,105,100,61
1161,3.0,347,271,3.73,69,105,100,61
1162,2.0,557,1936,4.02,4256,4221,4140,587
1163,4.0,455,1936,4.02,4256,4221,4140,587
1164,4.0,1138,885,3.91,54,364,52,444
1165,4.0,191,151,3.59,34,69,38,10
1166,4.0,1010,37,3.43,2,1,0,0
1167,3.0,733,815,3.54,2692,3132,2657,194
1168,2.0,1852,209,3.81,139,222,297,14
1169,3.0,561,275,4.08,15,68,52,74
1170,2.0,1852,275,4.08,15,68,52,74
1171,2.0,1852,181,4.07,84,143,94,25
1172,5.0,326,394,3.8,4264,4524,4317,234
1173,3.0,561,394,3.8,4264,4524,4317,234
1174,2.0,1852,394,3.8,4264,4524,4317,234
1175,2.0,185,9,3.78,1,14,5,0
1176,2.0,1852,175,3.63,723,1041,889,72
1177,4.0,268,142,3.49,4,25,0,4
1178,1.0,559,6,3.83,2,13,0,0
1179,2.0,737,61,3.77,386,638,455,5
1180,2.0,596,32,3.85,4,12,4,1
1181,4.0,1010,8,4.25,0,0,0,0
1182,2.0,1852,7,4.71,0,0,0,3
1183,2.0,1852,32,3.06,15,25,9,1
1184,4.0,1022,14,4.0,11,34,5,0
1185,1.0,808,78,3.83,0,2,0,2
1186,4.0,191,14,4.79,0,0,0,0
1187,4.0,1022,87,3.8,192,229,200,15
1188,4.0,1010,111,3.85,9,14,11,3
